,,,Trans #,,Type,,Date,,Num,,Name,,Memo,,Due Date,,Paid Through,,Item,,Item Description,,Account,,Class,,Rep,,Sales Tax Code,,Clr,,Split,,Paid,,Pay Meth,,Aging,,Qty,,Sales Price,,Amount,,Balance,,Account Type,,Avg Days to Pay,,Paid Date,,Check #,,Paycheck Date,,Pay Period,,Amount Paid
"Dec 31, '23 - Mar 31, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"13,472",,Invoice,,12/05/2025,,AS010949,,Micro Technology Lanka (Pvt) Ltd,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch  S/N : 0W2001170...,,12/05/2025,,,,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"23,600.00",,"23,600.00",,"118,207,169.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,473",,Invoice,,12/06/2025,,AS010950,,Grace Lanka Apperals (Pvt) Ltd,,Inspection Charges,,12/06/2025,,,,Services,,,,Support and Maintenance,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,000.00",,"15,000.00",,"118,222,169.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,473",,Invoice,,12/06/2025,,AS010950,,Grace Lanka Apperals (Pvt) Ltd,,Draytek Vigor 2927 Security Appliance. Dual Wan  S/N : 244005047146,,12/06/2025,,,,Draytek:Vigor 2927 (Draytek Vigor 2927 Security Appliance. Dual Wan),,Draytek Vigor 2927 Security Appliance. Dual Wan,,Draytek,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"73,000.00",,"73,000.00",,"118,295,169.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,474",,Invoice,,12/06/2025,,AS010951,,Techno Mobile & CCTV,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch  S/N : 0W2001170...,,12/06/2025,,,,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"23,600.00",,"23,600.00",,"118,318,769.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,475",,Credit Memo,,12/08/2025,,AS00120,,E-Net Integrated Solutions (Pvt) Ltd,,BDCOM S1500-24T Switch  S/N : 0W20012600133           0W20012600134  ,,12/08/2025,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,Sal:RS,,,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-2.00,,"23,750.00",,"-47,500.00",,"118,271,269.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,476",,Invoice,,12/08/2025,,AS010952,,E-Net Integrated Solutions (Pvt) Ltd,,"BDCOM S1500-24T Switch  S/N :  0W20012600133		  ",,12/08/2025,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"23,750.00",,"23,750.00",,"118,295,019.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,479",,Invoice,,12/08/2025,,AS010953,,THE COMPUTER CENTER (PVT) LTD,,Synology DS423 4 Bay NAS  S/N : 2590UVRZDMCQV,,12/08/2025,,,,Synology:DS423 (Synology DS423 4 Bay NAS),,Synology DS423 4 Bay NAS,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"129,000.00",,"129,000.00",,"118,424,019.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,479",,Invoice,,12/08/2025,,AS010953,,THE COMPUTER CENTER (PVT) LTD,,"Synology 2TB Plus Hard Drive  S/N : 2530XZR00ZWD1FAZZ		            2530XZR00ZWD1FB40		          ...",,12/08/2025,,,,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),,Synology 2TB Plus Hard Drive,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"36,000.00",,"144,000.00",,"118,568,019.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,480",,Invoice,,12/08/2025,,AS010954,,Gadgetbox,,Synology 16TB Plus HDD  S/N : 2540XERG0A0J3F1VL,,12/08/2025,,,,HDD:HAT3310-16T (Synology 16TB Plus HDD),,Synology 16TB Plus HDD,,Hard Drive,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Unpaid,,,,143,,1.00,,"170,746.00",,"170,746.00",,"118,738,765.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,481",,Invoice,,12/08/2025,,AS010955,,Rapidventure (Pvt) Ltd,,"Draytek Vigor 2915 Security Appliance  S/N :  256005349773		",,12/08/2025,,,,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),,Draytek Vigor 2915 Security Appliance,,Draytek,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"38,500.00",,"38,500.00",,"118,777,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,482",,Invoice,,12/08/2025,,AS010956,,Supervision Technology (Pvt) Ltd,,"Draytek Vigor 2915 Security Appliance  S/N : 256005349777	            256005349775	",,12/08/2025,,,,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),,Draytek Vigor 2915 Security Appliance,,Draytek,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"39,000.00",,"78,000.00",,"118,855,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,483",,Invoice,,12/08/2025,,AS010957,,Tekki (Pvt) Ltd,,Storage Capacity 10TB - (August to December 2025),,12/08/2025,,,,Rental,,,,Other Sales,,Sal:RS,,AS,,Non-Taxable Sales,,,,Accounts Receivable,,Unpaid,,,,143,,50.00,,"2,360.00",,"118,000.00",,"118,973,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,485",,Invoice,,12/09/2025,,AS010958,,Debug Computer Peripherals (Pvt) Ltd,,"Synology Rack Station RS1221RP+ NAS With 16GB RAM   S/N :  2590RXRJJXSFA		",,12/09/2025,,,,Synology:RS1221RP+,,,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"712,000.00",,"712,000.00",,"119,685,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,485",,Invoice,,12/09/2025,,AS010958,,Debug Computer Peripherals (Pvt) Ltd,,"12TB Synology Plus HDD  S/N :  2550XDRG0A012F1XL		             2550XDRG0A06XF1XL		             2...",,12/09/2025,,,,HDD:HAT3310-12T (12TB Synology Plus HDD),,12TB Synology Plus HDD,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"112,000.00",,"336,000.00",,"120,021,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,485",,Invoice,,12/09/2025,,AS010958,,Debug Computer Peripherals (Pvt) Ltd,,2U Rail Kit,,12/09/2025,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"120,021,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,487",,Invoice,,12/09/2025,,AS010959,,AMTEC ELECTRONIC (PVT) LTD,,"BDCOM 8-Port Gigabit RJ45 Unmanaged Switch  S/N : OW20012432618	",,12/09/2025,,,,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),,BDCOM 8-Port Gigabit RJ45 Unmanaged Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,000.00",,"6,000.00",,"120,027,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,505",,Credit Memo,,12/10/2025,,AS00121,,Apex Business Solutions PVT Ltd.,,BDCOM S1500-24P2S Switch Adapter  ,,12/10/2025,,,,BDCOM:S1500-24P2S (BDCOM S1500-24P2S Switch),,BDCOM S1500-24P2S Switch,,BDCOM,,Sal:RS,,,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-1.00,,"7,000.00",,"-7,000.00",,"120,020,265.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,503",,Invoice,,12/10/2025,,AS010960,,Rapidventure (Pvt) Ltd,,"Draytek Vigor 2915 Security Appliance  S/N : 256005349761		",,12/10/2025,,,,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),,Draytek Vigor 2915 Security Appliance,,Draytek,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"38,500.00",,"38,500.00",,"120,058,765.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,507",,Invoice,,12/10/2025,,AS010961,,Network Information Technologies (Pvt) Lt,,Synology RackStation RS422+  S/N :  2530TSRG7FD2N,,12/10/2025,,,,Synology:RS422+ (Synology RackStation RS422+),,Synology RackStation RS422+,,Synology,,,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"413,505.00",,"413,505.00",,"120,472,270.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,507",,Invoice,,12/10/2025,,AS010961,,Network Information Technologies (Pvt) Lt,,"Synology 6TB Plus Hard Drive  S/N : 2530VYRZVY09TZD		            2530VYRZVX06RDQ		",,12/10/2025,,,,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),,Synology 6TB Plus Hard Drive,,Hard Drive,,,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"120,472,270.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,507",,Invoice,,12/10/2025,,AS010961,,Network Information Technologies (Pvt) Lt,,1U Rail Kit,,12/10/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"120,472,270.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,512",,Invoice,,12/12/2025,,AS010962,,M Concepts Holdings (Pvt) Ltd,,Synology 4TB Plus HDD  S/N : 2540VXRZW63JT36,,12/12/2025,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:EC,,A,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"64,900.00",,"64,900.00",,"120,537,170.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,513",,Invoice,,12/15/2025,,AS010963,,Allied Techno Services Pvt Ltd,, Synology Power Adaptor  S/N : 251100864,,12/15/2025,,,,Synology:Power Adaptor (Power Adaptor),,Power Adaptor,,Hardware,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"35,000.00",,"35,000.00",,"120,572,170.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,515",,Invoice,,12/16/2025,,AS010964,,Penta Technology Solutions (Pvt) Ltd,,"BDCOM WAP2100-T618  S/N :  0P32014104837		",,12/16/2025,,,,BDCOM:WAP2100-T618 (BDCOM WAP2100-T618),,BDCOM WAP2100-T618,,BDCOM,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"26,550.00",,"26,550.00",,"120,598,720.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,515",,Invoice,,12/16/2025,,AS010964,,Penta Technology Solutions (Pvt) Ltd,,Configuration Charge,,12/16/2025,,,,Implementation & configuration,,,,Support and Maintenance,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"10,000.00",,"10,000.00",,"120,608,720.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,534",,Credit Memo,,12/17/2025,,AS00122,,Penta Technology Solutions (Pvt) Ltd,,"BDCOM WAP2100-T618  S/N :  0P32014104837		",,12/17/2025,,,,BDCOM:WAP2100-T618 (BDCOM WAP2100-T618),,BDCOM WAP2100-T618,,BDCOM,,,,,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-1.00,,"26,550.00",,"-26,550.00",,"120,582,170.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,534",,Credit Memo,,12/17/2025,,AS00122,,Penta Technology Solutions (Pvt) Ltd,,Configuration Charge,,12/17/2025,,,,Implementation & configuration,,,,Support and Maintenance,,,,,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-1.00,,"10,000.00",,"-10,000.00",,"120,572,170.63",,Income,,0.00,,,,,,,,,,0.00
,,,"13,522",,Invoice,,12/17/2025,,AS010965,,LANKA COMMODITY BROKERS LTD,,7GB Storage Space  100GB Transfer Bandwidth  1 Nos Fixed IP. (Clean)  SPF/ DKIM Supported  Spam ...,,12/17/2025,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"19,068.37",,"19,068.37",,"120,591,239.00",,Income,,0.00,,,,,,,,,,0.00
,,,"13,523",,Invoice,,12/17/2025,,AS010966,,LANKA COMMODITY BROKERS LTD,,Anti Spam Service,,12/17/2025,,,,Services,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,949.31",,"6,949.31",,"120,598,188.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,524",,Invoice,,12/17/2025,,AS010967,,UNISYS ENGINEERING,,Synology Disktation DS1825+ NAS Unit  S/N : 25B0WDR3NH1CM,,12/17/2025,,,,Synology:DS1825+ (Synology Disktation DS1825+ NAS Unit),,Synology Disktation DS1825+ NAS Unit,,Synology,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"454,300.00",,"454,300.00",,"121,052,488.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,524",,Invoice,,12/17/2025,,AS010967,,UNISYS ENGINEERING,,"12TB Synology Plus HDD  S/N : 2550XDRB0A00QF1XL	            2550XDRB0A01XF1XL	            2550XD...",,12/17/2025,,,,HDD:HAT3310-12T (12TB Synology Plus HDD),,12TB Synology Plus HDD,,Hard Drive,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"151,040.00",,"604,160.00",,"121,656,648.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,525",,Invoice,,12/17/2025,,AS010968,,LANKA MOUNT CASTLE (PVT) LTD,,20GB Storage Capacity with 30 Email Accounts,,12/17/2025,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,637.50",,"15,637.50",,"121,672,285.81",,Income,,0.00,,,,,,,,,,0.00
,,,"13,533",,Invoice,,12/17/2025,,AS010969,,AL - ARAF HOTELS & RESORT (PVT) LTD,,Hosting Charges for 10 email Accounts (10$),,12/17/2025,,,,Hosting (Hosting),,Hosting,,Support and Maintenance,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"3,127.50",,"3,127.50",,"121,675,413.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,535",,Invoice,,12/17/2025,,AS010970,,Penta Technology Solutions (Pvt) Ltd,,DrayTek  VigorAP 912C Ceiling -mount AP  S/N : 248005163694,,12/17/2025,,,,Draytek:DrayTek AP 912C (DrayTek  VigorAP 912C Ceiling -mount AP),,DrayTek  VigorAP 912C Ceiling -mount AP,,Draytek,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"30,000.00",,"30,000.00",,"121,705,413.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,535",,Invoice,,12/17/2025,,AS010970,,Penta Technology Solutions (Pvt) Ltd,,Configuration Charges,,12/17/2025,,,,Implementation & configuration,,,,Support and Maintenance,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"10,000.00",,"10,000.00",,"121,715,413.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,554",,Invoice,,12/18/2025,,AS010971,,Studio Lakdam,,14TB Seagate Enterprise Hard Drive  S/N : ZL2G54T0,,12/18/2025,,,,HDD:14TB ENT SATA (14TB Seagate Enterprise Hard Drive),,14TB Seagate Enterprise Hard Drive,,Hard Drive,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"161,660.00",,"161,660.00",,"121,877,073.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,555",,Invoice,,12/18/2025,,AS010972,,Debug Computer Peripherals (Pvt) Ltd,,BDCOM S1500-24T Switch  S/N :  0W20012600138             0W20012600136,,12/18/2025,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"20,500.00",,"41,000.00",,"121,918,073.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,556",,Invoice,,12/18/2025,,AS010973,,Green City Global (pvt) Ltd,,"Synology DiskStation DS225+ 2Bay NAS with 6GB RAM  S/N : 2570ZDRDWNWJT		            		",,12/18/2025,,,,Synology:DS225+ (Synology DiskStation DS225+ 2Bay NAS),,Synology DiskStation DS225+ 2Bay NAS,,Synology,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"167,560.00",,"167,560.00",,"122,085,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,557",,Invoice,,12/18/2025,,AS010974,,Data Management Systems (Pvt) Limited,,Maintenance  Agreement,,12/18/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Mnt,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"452,000.00",,"452,000.00",,"122,537,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,558",,Invoice,,12/18/2025,,AS010975,,LK Domain Registry,,Maintenance  Agreement,,12/18/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"336,000.00",,"336,000.00",,"122,873,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,559",,Invoice,,12/19/2025,,AS010976,,Adapt Information Technologies,,Synology Rackstation RS822RP+  S/N : 2580AFRSRNHZS,,12/19/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,Sal:EC,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"439,000.00",,"439,000.00",,"123,312,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,559",,Invoice,,12/19/2025,,AS010976,,Adapt Information Technologies,,"Synology 8TB Plus Hard Drive  S/N : 2570Z9RP2A0VPFALL		            2570Z9RP2A0WVFALL		          ...",,12/19/2025,,,,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),,Synology 8TB Plus Hard Drive,,Hard Drive,,Sal:EC,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"90,000.00",,"360,000.00",,"123,672,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,559",,Invoice,,12/19/2025,,AS010976,,Adapt Information Technologies,,1U Rail Kit,,12/19/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:EC,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"123,672,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,562",,Invoice,,12/19/2025,,AS010977,,LK Domain Registry,,Maintenance  Agreement,,12/19/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"214,000.00",,"214,000.00",,"123,886,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,563",,Invoice,,12/19/2025,,AS010978,,Apex Business Solutions PVT Ltd.,,Extended Warranty  Agreement,,12/19/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Mnt,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"544,000.00",,"544,000.00",,"124,430,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,563",,Invoice,,12/19/2025,,AS010978,,Apex Business Solutions PVT Ltd.,,Maintenance  Agreement,,12/19/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Mnt,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"333,000.00",,"333,000.00",,"124,763,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,565",,Invoice,,12/20/2025,,AS010979,,Electro Net,,BDCOM S1024B 24 Port 100M BaseT 1U Rack Mounted  S/N : S13304071,,12/19/2025,,,,BDCOM:S1024B (BDCOM S1024B 24 Port 100M BaseT 1U Rack Mounted),,BDCOM S1024B 24 Port 100M BaseT 1U Rack Mounted,,BDCOM,,,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"19,000.00",,"19,000.00",,"124,782,633.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,567",,Invoice,,12/20/2025,,AS010980,,Wiscom Information Technology (Pvt) Ltd,,Acronis Cloud Backup 250GB Monthly Subscription,,12/20/2025,,,,Acronis,,,,Acronics,,Sal:RS,,SM,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"12,500.00",,"12,500.00",,"124,795,133.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,568",,Invoice,,12/20/2025,,AS010981,,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,,Acronis Cloud Backup 25GB Monthly Subscription,,12/20/2025,,,,Acronis,,,,Acronics,,Sal:RS,,SM,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"2,000.00",,"2,000.00",,"124,797,133.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,569",,Invoice,,12/20/2025,,AS010982,,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,,Acronis Cloud Backup 25GB Monthly Subscription,,12/20/2025,,,,Acronis,,,,Acronics,,Sal:RS,,SM,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"2,000.00",,"2,000.00",,"124,799,133.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,572",,Invoice,,12/22/2025,,AS010983,,Micro Technology Lanka (Pvt) Ltd,,"BDCOM POE S1000-8P2F  8Port 100M Switch  S/N : 0W20011408418		            0W20011408417		",,12/22/2025,,,,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),,BDCOM POE S1000-8P2F  8Port 100M Switch,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"8,200.00",,"16,400.00",,"124,815,533.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,572",,Invoice,,12/22/2025,,AS010983,,Micro Technology Lanka (Pvt) Ltd,,"BDCOM 8-Port Gigabit RJ45 Unmanaged Switch  S/N : 0W20012432584		            0W20012432617		    ...",,12/22/2025,,,,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),,BDCOM 8-Port Gigabit RJ45 Unmanaged Switch,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"6,000.00",,"18,000.00",,"124,833,533.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,572",,Invoice,,12/22/2025,,AS010983,,Micro Technology Lanka (Pvt) Ltd,,"BDCOM WAP2100-T618  S/N :  0P32014104837		",,12/22/2025,,,,BDCOM:WAP2100-T618 (BDCOM WAP2100-T618),,BDCOM WAP2100-T618,,BDCOM,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"26,750.00",,"26,750.00",,"124,860,283.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,572",,Invoice,,12/22/2025,,AS010983,,Micro Technology Lanka (Pvt) Ltd,,Keystone RJ45 Normal,,12/22/2025,,,,Accs (Accessories),,Accessories,,Hardware,,,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,15.00,,300.00,,"4,500.00",,"124,864,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,580",,Invoice,,12/23/2025,,AS010984,,Barclays Computers (Pvt) Ltd,,BDCOM POE S1000-8P2F  8Port 100M Switch  S/N : 0W20011408420            0W20011408419           ...,,12/23/2025,,,,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),,BDCOM POE S1000-8P2F  8Port 100M Switch,,BDCOM,,,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"7,000.00",,"21,000.00",,"124,885,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,598",,Invoice,,12/24/2025,,AS010985,,Debug Computer Peripherals (Pvt) Ltd,,DrayTek Vigor Switch P2282x  S/N : 238720601168,,12/24/2025,,,,Draytek:Vigor P2282x (DrayTek Vigor Switch P2282x),,DrayTek Vigor Switch P2282x,,Draytek,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"139,000.00",,"139,000.00",,"125,024,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,599",,Invoice,,12/24/2025,,AS010986,,Fentons Ltd,,"Synology Rackstation RS822RP+ with 8GB RAM  S/N :  25A0AFRRFXWTA		",,12/24/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"503,000.00",,"503,000.00",,"125,527,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,599",,Invoice,,12/24/2025,,AS010986,,Fentons Ltd,,"Synology 6TB Plus Hard Drive  S/N :  2530VYRZVY09T07		             2530VYRZVY0A9PX		            ...",,12/24/2025,,,,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),,Synology 6TB Plus Hard Drive,,Hard Drive,,,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"75,000.00",,"300,000.00",,"125,827,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,599",,Invoice,,12/24/2025,,AS010986,,Fentons Ltd,,1U Rail Kit,,12/24/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"125,827,783.31",,Income,,0.00,,,,,,,,,,0.00
,,,"13,599",,Invoice,,12/24/2025,,AS010986,,Fentons Ltd,,Special Discount,,12/24/2025,,,,Discount,,,,Sales Discount,,,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,,,"-30,000.00",,"-30,000.00",,"125,797,783.31",,Income,,0.00,,,,,,,,,,0.00
