CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
STATEMAN HATS (Pvt) LTD.,AS004232,2010-03-15,,48720.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004236,2010-03-15,,49280.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004306,2010-03-15,immeidiate,217249.20,Check,Undeposited Funds,,0.00
Earrow,AS004279,2010-03-15,359968,70000.00,Check,Undeposited Funds,,0.00
"DAVID PIERIS MOTOR CO. LTD.,",AS004263,2010-03-29,WHT,4797.00,Check,Undeposited Funds,,0.00
KIDS UNLIMITED,AS004264,2010-03-29,chq,6720.00,Check,Undeposited Funds,,0.00
ICC,AS004291,2010-04-20,520758,97000.00,Check,Undeposited Funds,,0.00
KIK,AS004303,2010-04-20,565920,189000.00,Check,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS004273,2010-04-20,616721,7840.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004249,2010-04-20,666655,35048.16,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004250,2010-04-20,666655,14784.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004324,2010-04-20,815763,38080.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004325,2010-04-20,815763,35000.00,Check,Undeposited Funds,,0.00
Hotel Clarion,AS004305,2010-04-20,522257,98000.00,Check,Undeposited Funds,,0.00
CONTINENTAL FASHIONS,AS004304,2010-04-20,986408,124012.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004226,2010-04-22,,17766.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004251,2010-04-22,,17766.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004302,2010-04-22,,7000.00,Check,Undeposited Funds,,0.00
CHRISTIAN AID,AS004290,2010-05-06,,3192.00,Check,Undeposited Funds,,0.00
CHRISTIAN AID,AS004313,2010-05-06,,2240.00,Check,Undeposited Funds,,0.00
CHRISTIAN AID,AS004319,2010-05-06,,114500.00,Check,Undeposited Funds,,0.00
CHRISTIAN AID,AS004320,2010-05-06,,3192.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004308,2010-05-06,594138,34000.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004267,2010-05-06,,82320.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004315,2010-05-06,,17360.00,Check,Undeposited Funds,,0.00
APL,AS004333,2010-05-17,146699,192500.00,Check,Undeposited Funds,,0.00
REGENT FINE JEWELS,AS004342,2010-05-17,993900,13764.00,Check,Undeposited Funds,,0.00
Asiri,AS004295,2010-05-23,,82880.00,Check,Undeposited Funds,,0.00
Asiri Hospital PLC,AS004296,2010-05-23,,82070.00,Check,Undeposited Funds,,0.00
Asiri Hospital PLC,AS004297,2010-05-23,,72100.00,Check,Undeposited Funds,,0.00
Hemas Group,AS004326,2010-05-23,,410000.00,Check,Undeposited Funds,,0.00
JAY JAY MILLS LANKA (PVT) LTD,AS004327,2010-05-23,,25200.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004272,2010-05-23,,17766.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004323,2010-05-23,,17766.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004278,2010-05-23,,1680.00,Check,Undeposited Funds,,0.00
MRS. AQEELA,AS004316,2010-05-23,,29540.00,Check,Undeposited Funds,,0.00
Nawaloka Construction Company Limited,AS004292,2010-05-23,,155000.00,Check,Undeposited Funds,,0.00
SC SECURITIES,AS004300,2010-05-23,,12600.00,Check,Undeposited Funds,,0.00
"THE ASSOCIATED NEWSPAPERS OF CEYLON LTD.,",AS004331,2010-05-23,,1950.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004269,2010-05-24,666753,48720.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004274,2010-05-24,666753,14784.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004281,2010-05-24,666753,16900.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004282,2010-05-24,666753,4480.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004283,2010-05-24,666753,2240.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004284,2010-05-24,666753,1680.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004286,2010-05-24,666753,2240.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004299,2010-05-31,814359,17766.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004336,2010-05-31,814357,17766.00,Check,Undeposited Funds,,0.00
Avian,AS004343,2010-06-30,,151270.00,Check,Undeposited Funds,,0.00
HANDS INTERNATINAL (PVT) LTD,AS004354,2010-06-30,,55000.00,Check,Undeposited Funds,,0.00
Hemas Hospitals Pvt Ltd.,AS004334,2010-06-30,,165950.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004310,2010-06-30,,8000.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004311,2010-06-30,,8000.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004321,2010-06-30,,8000.00,Check,Undeposited Funds,,0.00
KIDS UNLIMITED,AS004322,2010-06-30,,5600.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004375,2010-06-30,,639686.49,Check,Undeposited Funds,,0.00
Lanka Hospitals,AS004357,2010-06-30,,195000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004298,2010-06-30,,2240.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004307,2010-06-30,,32480.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004309,2010-06-30,,8960.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004312,2010-06-30,,1200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004317,2010-06-30,,14784.00,Check,Undeposited Funds,,0.00
Swiss Biogenics,AS004332,2010-06-30,186000,186000.00,Check,Undeposited Funds,,0.00
Cotton Collecton,AS004348,2010-07-15,670408,134000.00,Check,Undeposited Funds,,0.00
Hotel Clarion,AS004330,2010-07-15,,97000.00,Check,Undeposited Funds,,0.00
Ceylon Tea Services - Dilma,AS004359,2010-07-15,,175000.00,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS004225,2010-07-15,,6678.00,Check,Undeposited Funds,,0.00
DENSHUN INDUSTRIES LTD,AS004352,2010-07-15,,9000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004376,2010-07-15,,733410.31,Check,Undeposited Funds,,0.00
TYRE HOUSE TRADING (PVT) LTD,AS004255,2010-07-15,193318 & 671371,3000.00,Check,Undeposited Funds,,0.00
TYRE HOUSE TRADING (PVT) LTD,AS004369,2010-07-15,193318 & 671371,21350.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004346,2010-07-15,821574,3500.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004347,2010-07-15,821574,17342.64,Check,Undeposited Funds,,0.00
MACSON MESH,AS004363,2010-07-16,,14000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004364,2010-07-16,,10500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004376,2010-07-16,,733409.70,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004248,2010-07-24,012029,2240.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004257,2010-07-24,012029,1680.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004258,2010-07-24,012029,2240.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004341,2010-07-24,012029,68902.40,Check,Undeposited Funds,,0.00
Asia Capital,AS004391,2010-08-09,,95500.00,Check,Undeposited Funds,95000 + 500 cash,0.00
STATEMAN HATS (Pvt) LTD.,AS004328,2010-08-09,745185,16240.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004329,2010-08-09,745236,48720.00,Check,Undeposited Funds,,0.00
KAIZA HOLDINGS (PVT) LTD,AS004340,2010-08-09,575848,2800.00,Check,Undeposited Funds,,0.00
KAIZA HOLDINGS (PVT) LTD,AS004374,2010-08-09,575793,35048.16,Check,Undeposited Funds,,0.00
KAIZA HOLDINGS (PVT) LTD,AS004378,2010-08-09,575794,6160.00,Check,Undeposited Funds,,0.00
KAIZA HOLDINGS (PVT) LTD,AS004380,2010-08-09,575794,36960.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004355,2010-08-30,,48720.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004370,2010-08-30,,35048.16,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004373,2010-08-30,,44352.00,Check,Undeposited Funds,,0.00
ABC TRADE & INVESTMENTS (PVT) LTD,AS004345,2010-09-01,,1950.00,Check,Undeposited Funds,,0.00
ATG Ceylon (Pvt) Ltd,AS004377,2010-09-01,,184000.00,Check,Undeposited Funds,,0.00
DENSHUN INDUSTRIES LTD,AS004367,2010-09-01,,38950.00,Check,Undeposited Funds,,0.00
Dil Cinema,AS004389,2010-09-01,,56000.00,Check,Undeposited Funds,,0.00
FPA,AS004238,2010-09-01,,7050.00,Check,Undeposited Funds,,0.00
Globe Knitting,AS004415,2010-09-01,,152950.00,Check,Undeposited Funds,,0.00
Lankem,AS004401,2010-09-01,,123975.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004356,2010-09-01,,228088.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004385,2010-09-01,,31000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004398,2010-09-01,,1680.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004399,2010-09-01,,3360.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004404,2010-09-01,,51942.97,Check,Undeposited Funds,,0.00
MACSON MESH,AS004405,2010-09-01,,6317.38,Check,Undeposited Funds,,0.00
MACSON MESH,AS004406,2010-09-01,,78400.00,Check,Undeposited Funds,,0.00
MR. SHERAN FERNANDO,AS004353,2010-09-01,,6832.00,Check,Undeposited Funds,,0.00
Practical Action,AS004344,2010-09-01,,195000.00,Check,Undeposited Funds,,0.00
Red Dot Tours Lanka (Pvt) Ltd.,AS004383,2010-09-01,,40100.00,Check,Undeposited Funds,,0.00
Richardson Projects,AS004384,2010-09-01,,178000.00,Check,Undeposited Funds,,0.00
techtron,AS004395,2010-09-01,,109800.00,Check,Undeposited Funds,,0.00
Touchwood,AS004416,2010-09-01,,369950.00,Check,Undeposited Funds,,0.00
Trident Corp,AS004360,2010-09-01,,51000.00,Check,Undeposited Funds,,0.00
Wirehat,AS004390,2010-09-01,,40000.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004379,2010-09-01,,29120.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004350,2010-09-01,,5700.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004382,2010-09-01,,12460.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004408,2010-09-01,,21686.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004026,2010-09-15,misc,2240.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004280,2010-09-15,misc,35048.16,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004285,2010-09-15,misc,2240.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004365,2010-09-15,misc,65950.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004366,2010-09-15,misc,23335.20,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004371,2010-09-15,misc,35048.16,Check,Undeposited Funds,,0.00
Durdans,AS004394,2010-09-15,,18000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004409,2010-10-11,889930,69500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004410,2010-10-11,889930,53193.28,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004411,2010-10-11,889930,29568.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004413,2010-10-11,889930,15800.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004418,2010-10-11,889930,48720.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004419,2010-10-14,003011,16000.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004423,2010-10-14,003011,8000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS004386,2010-10-14,,305950.00,Check,Undeposited Funds,,0.00
MABROC E-TECH (PVT) LTD,AS004426,2010-10-14,,64000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004068,2010-10-14,,3080.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004381,2010-10-14,,5700.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004397,2010-10-14,,10662.40,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004453,2010-11-01,,13440.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004454,2010-11-01,,6720.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004458,2010-11-01,,48000.00,Check,Undeposited Funds,,0.00
MICROCELLS LTD,AS004480,2010-11-01,,57950.00,Check,Undeposited Funds,,0.00
MICROCELLS LTD,AS004481,2010-11-01,,22400.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004387,2010-11-05,,2240.00,Check,Undeposited Funds,,0.00
British School,AS004431,2010-11-05,,42500.00,Check,Undeposited Funds,,0.00
Asiri Hospital PLC,AS004433,2010-11-05,,369500.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004362,2010-11-20,002826,8000.00,Check,Undeposited Funds,,0.00
Advanced Micro Technology,AS004434,2010-11-30,,36500.00,Check,Undeposited Funds,,0.00
ATG Ceylon (Pvt) Ltd,AS004417,2010-11-30,,190000.00,Check,Undeposited Funds,,0.00
INSTITUTE OF CHARTERED ACCOUNTANTS OF SL,AS004421,2010-11-30,,49000.00,Check,Undeposited Funds,,0.00
INSTITUTE OF CHARTERED ACCOUNTANTS OF SL,AS004422,2010-11-30,,44500.00,Check,Undeposited Funds,,0.00
KIDS UNLIMITED,AS004358,2010-11-30,,6720.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004427,2010-11-30,,21686.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004441,2010-11-30,,9000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004442,2010-11-30,,9000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004445,2010-11-30,,21686.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004459,2010-11-30,,21686.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004469,2010-11-30,,294616.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004470,2010-11-30,,1480606.40,Check,Undeposited Funds,,0.00
Lankem,AS004401,2010-11-30,,123975.00,Check,Undeposited Funds,,0.00
MotorCAD,AS004439,2010-11-30,,4200.00,Check,Undeposited Funds,,0.00
MTV,AS004396,2010-11-30,,290000.00,Check,Undeposited Funds,,0.00
MTV,AS004402,2010-11-30,,13000.00,Check,Undeposited Funds,,0.00
Peoples Merchant Bank,AS004457,2010-11-30,,148950.00,Check,Undeposited Funds,,0.00
Shipping & Cargo Logistics Pvt Ltd.,AS004393,2010-11-30,,12806.08,Check,Undeposited Funds,,0.00
"Spence Shipping Pvt Ltd.,",AS004392,2010-11-30,,12806.08,Check,Undeposited Funds,,0.00
Swarnamahal Fin. Svcs,AS004447,2010-11-30,,149950.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004448,2010-11-30,,60009.60,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004449,2010-11-30,,42000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004455,2010-11-30,,285432.84,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004339,2010-11-30,,2688.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004414,2010-11-30,,19600.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004432,2010-11-30,,48720.00,Check,Undeposited Funds,,0.00
Wirehat,AS004390,2010-12-01,,13250.00,Check,Undeposited Funds,,0.00
Strategic Inpirations,AS004400,2010-12-01,,40000.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004473,2010-12-01,,93000.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004475,2010-12-01,,58240.00,Check,Undeposited Funds,,0.00
"Spence Shipping Pvt Ltd.,",AS004424,2010-12-01,,15000.00,Check,Undeposited Funds,,0.00
"Spence Shipping Pvt Ltd.,",AS004425,2010-12-01,,2240.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS004446,2010-12-01,,342950.00,Check,Undeposited Funds,,0.00
Isoft Infosys,AS004477,2010-12-01,30Day chq,34370.00,Check,Undeposited Funds,,0.00
LITHITECH ADVANCE SOLUTIONS,AS004202,2010-12-01,Bad Debt,2800.00,Check,Undeposited Funds,,0.00
SHADIR,AS004075,2010-12-01,Bad Debt,1240.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004335,2010-12-15,,10.00,Check,Undeposited Funds,,0.00
Dialog,AS004462,2010-12-15,,167675.00,Check,Undeposited Funds,,0.00
ABC Computers,AS004479,2010-12-15,251902,122500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004440,2010-12-15,,4368.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004444,2010-12-15,,1750.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004451,2010-12-15,,2800.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004466,2010-12-15,,11200.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004467,2010-12-15,,9950.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004468,2010-12-15,,24133.97,Check,Undeposited Funds,,0.00
MACSON MESH,AS004471,2010-12-31,076118,43848.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS004517,2010-12-31,076118,2240.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004493,2010-12-31,859881,19000.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004484,2010-12-31,053511,36000.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004486,2010-12-31,053511,44800.00,Check,Undeposited Funds,,0.00
Ajith Samaranayake,AS004496,2011-01-02,,26000.00,Cash,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS004429,2011-01-02,,11200.00,Cash,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS004483,2011-01-02,,175392.00,Cash,Undeposited Funds,,0.00
Linea Aqua ( Pvt ) Ltd,AS004485,2011-01-02,,359950.00,Check,Undeposited Funds,,0.00
Seylan,AS004522,2011-01-02,,341952.50,Check,Undeposited Funds,,0.00
BLMM,AS004456,2011-01-03,,369950.00,Check,Undeposited Funds,,0.00
Isoft Infosys,AS004523,2011-01-03,,24550.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS004443,2011-01-12,756876,9000.00,Check,Undeposited Funds,,0.00
LANKA TILES,AS004489,2011-01-12,530815,16497.60,Check,Undeposited Funds,,0.00
Caritas - Kandy Setic,AS004497,2011-01-12,,99000.00,Check,Undeposited Funds,,0.00
Caritas - Kandy Setic,AS004498,2011-01-12,,8064.00,Check,Undeposited Funds,,0.00
Commercial Bank of Ceylon PLC,AS004482,2011-01-12,517386,362900.00,Check,Undeposited Funds,,0.00
Commercial Bank of Ceylon PLC,AS004482,2011-01-12,wht,19100.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004491,2011-01-21,860006,21686.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004487,2011-01-21,,40000.00,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS004540,2011-01-22,,113000.00,Check,Undeposited Funds,,0.00
"DAVID PIERIS MOTOR CO. LTD.,",AS004488,2011-01-22,,16800.00,Check,Undeposited Funds,,0.00
Ceylon Continental,AS004472,2011-01-22,,149000.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS004463,2011-01-22,,23000.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004242,2011-01-28,,16800.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004494,2011-01-28,,16800.00,Check,Undeposited Funds,,0.00
CONTINENTAL FASHIONS,AS004265,2011-01-28,607815,2240.00,Check,Undeposited Funds,,0.00
CONTINENTAL FASHIONS,AS004314,2011-01-28,607815,2240.00,Check,Undeposited Funds,,0.00
CONTINENTAL FASHIONS,AS004351,2011-01-28,607815,19600.00,Check,Undeposited Funds,,0.00
CONTINENTAL FASHIONS,AS004464,2011-01-28,607816,3360.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004001,2011-01-28,,1680.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004211,2011-01-28,,1120.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004212,2011-01-28,,1120.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004213,2011-01-28,,2240.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004287,2011-01-28,,2240.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004289,2011-01-28,,2240.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS004294,2011-01-28,,23912.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004525,2011-02-14,,104000.00,Check,Undeposited Funds,,0.00
John Keells Office Automation,AS004546,2011-02-14,,80000.00,Check,Undeposited Funds,,0.00
EXPRESS NEWSPAPERS (CEYLON) LTD,AS004499,2011-02-14,,359950.00,Check,Undeposited Funds,,0.00
FPA,AS004476,2011-02-14,,18000.00,Check,Undeposited Funds,,0.00
DSI,AS004547,2011-02-14,,89950.00,Check,Undeposited Funds,,0.00
CHRISTIAN AID,AS004545,2011-02-14,,121500.00,Check,Undeposited Funds,,0.00
Aepona - valistar,AS004541,2011-02-14,,365950.00,Check,Undeposited Funds,,0.00
Rhino,AS004537,2011-02-14,,119500.00,Check,Undeposited Funds,,0.00
Hidramani Group HIE,AS004538,2011-02-14,,282450.00,Check,Undeposited Funds,,0.00
Nawaloka Construction Company Limited,AS004490,2011-02-28,,9000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004502,2011-02-28,730508,4480.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004503,2011-02-28,730508,11000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004504,2011-02-28,730508,4480.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004505,2011-02-28,730508,2240.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004506,2011-02-28,730508,2240.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004507,2011-02-28,730508,3360.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004514,2011-02-28,730508,3360.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004076,2011-02-28,,5824.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004082,2011-02-28,,1008.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004428,2011-02-28,,14784.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004460,2011-02-28,,29568.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004465,2011-02-28,,48720.00,Check,Undeposited Funds,,0.00
Shaw Wallace marketing,AS004524,2011-02-28,,89950.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004020,2011-02-28,,3360.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004221,2011-02-28,,1120.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004277,2011-02-28,,3360.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004529,2011-02-28,,5600.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004530,2011-02-28,,5600.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004534,2011-02-28,,1120.00,Check,Undeposited Funds,,0.00
"FRONTIER AUTOMOTIVES (PVT) LTD.,",AS004535,2011-02-28,,1680.00,Check,Undeposited Funds,,0.00
Asian Office Solutions,AS004557,2011-03-21,,174000.00,Check,Undeposited Funds,,0.00
Asian Office Solutions,AS004578,2011-03-21,,66920.00,Check,Undeposited Funds,,0.00
Asiri Hospital PLC,AS004437,2011-03-21,,23520.00,Check,Undeposited Funds,,0.00
Ceylinco Insurance Co. Ltd.,AS004570,2011-03-21,,369950.00,Check,Undeposited Funds,,0.00
FPA,AS004552,2011-03-21,,18000.00,Check,Undeposited Funds,,0.00
FPA,AS004553,2011-03-21,,9000.00,Check,Undeposited Funds,,0.00
KIDS UNLIMITED,AS004436,2011-03-21,,6720.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004539,2011-03-21,,45120.00,Check,Undeposited Funds,,0.00
Rupavahini,AS004556,2011-03-21,,399950.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004542,2011-03-21,,90500.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004543,2011-03-21,,45360.00,Check,Undeposited Funds,,0.00
State Bank of India.,AS004575,2011-03-21,,11200.00,Check,Undeposited Funds,,0.00
ATG Ceylon (Pvt) Ltd,AS004567,2011-03-22,,167000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004539,2011-03-30,841211,5414.40,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS004551,2011-03-30,841211,8000.00,Check,Undeposited Funds,,0.00
